ក	kɑɑ
អំពល់	ʔɑm\.pul
អំពាច	ʔɑm\.piec
អំពាវ	ʔɑm\.piew
អំពាស	ʔɑm\.pieh
អំពុត	ʔɑm\.put
អំពុះ	ʔɑm\.puh
អំពៀរ	ʔɑm\.piə
អំពេះ	ʔɑm\.peh
អំពែះ	ʔɑm\.pɛh
អំមិញ	ʔɑm\.məɲ
អំលុង	ʔɑm\.loŋ
អំឡុង	ʔɑm\.loŋ
អ្ងែង	ʔŋaeŋ
អ្ហាះ	ʔhaah
អ្ហុះ	ʔhoh
អ្ហូះ	ʔhooh
អ្ហែង	ʔhaeŋ
អ្ហោះ	ʔhɑh
អ្ហ៊ៃ	ʔhej
កក្រិត	kɑ\.krət
កក្រើក	kɑ\.kraək
កក្រោះ	kɑ\.krɑh
កក្អាក	kɑ\.kʔaak
កក្អាយ	kɑ\.kʔaaj
កក្អិច	kɑ\.kʔəc
កក្អិល	kɑ\.kʔəl
កក្អឹក	kɑ\.kʔək
កក្អៀក	kɑ\.kʔiək
កក្អៀច	kɑ\.kʔiəc
កខ្វក់	kɑ\.kwɑk
កខ្វិក	kɑ\.kwək
កង្កុញ	kɑŋ\.koɲ
កង្កួច	kɑŋ\.kuəc
កង្កួញ	kɑŋ\.kuəɲ
កង្កែប	kɑŋ\.kaep
កង្ខើញ	kɑŋ\.kʰaəɲ
កង្វល់	kɑŋ\.wɑl
កង្វារ	kɑŋ\.waa
កង្វិន	kɑŋ\.wən
កង្វេរ	kɑŋ\.wee
កង្ហារ	kɑŋ\.haa
កង្ហិច	kɑŋ\.həc
កង្ហែន	kɑŋ\.haen
កញ្ចក់	kɑɲ\.cɑk
កញ្ចប់	kɑɲ\.cɑp
កញ្ចាម	kɑɲ\.caam
កញ្ចុំ	kɑɲ\.com
កញ្ចុះ	kɑɲ\.coh
កញ្ចូញ	kɑɲ\.cooɲ
កញ្ចោង	kɑɲ\.caoŋ
កញ្ចោត	kɑɲ\.caot
កញ្ចោប	kɑɲ\.caop
កញ្ឆក់	kɑɲ\.cʰɑk
កញ្ឆាញ	kɑɲ\.cʰaaɲ
កញ្ឆិត	kɑɲ\.cʰət
កញ្ឆិល	kɑɲ\.cʰəl
កញ្ឆឹម	kɑɲ\.cʰəm
កញ្ឆួង	kɑɲ\.cʰuəŋ
កញ្ឆើញ	kɑɲ\.cʰaəɲ
កញ្ឆៀវ	kɑɲ\.cʰiəw
កញ្ឆេង	kɑɲ\.cʰeeŋ
កញ្ឆែត	kɑɲ\.cʰaet
កញ្ឆែវ	kɑɲ\.cʰaew
កញ្ឆោត	kɑɲ\.cʰaot
កញ្ជង់	kɑɲ\.cuŋ
កញ្ជប់	kɑɲ\.cup
កញ្ជាត	kɑɲ\.ciet
កញ្ជែះ	kɑɲ\.cɛh
កញ្ឈូស	kɑɲ\.cʰuuh
កណ្ដក់	kɑn\.ɗɑk
កណ្ដាច	kɑn\.ɗaac
កណ្ដារ	kɑn\.ɗaa
កណ្ដាល	kɑn\.ɗaal
កណ្ដឹង	kɑn\.ɗəŋ
កណ្ដុក	kɑn\.ɗok
កណ្ដុរ	kɑn\.ɗo
កណ្ដូង	kɑn\.ɗooŋ
កណ្ដូប	kɑn\.ɗoop
កណ្ដួយ	kɑn\.ɗuəj
កណ្ដៀង	kɑn\.ɗiəŋ
កណ្ដៀត	kɑn\.ɗiət
កណ្ដៀន	kɑn\.ɗiən
កណ្ដៀរ	kɑn\.ɗiə
កណ្ដៀវ	kɑn\.ɗiəw
កណ្ដេង	kɑn\.ɗeeŋ
កណ្ដោច	kɑn\.ɗaoc
កណ្ដោល	kɑn\.ɗaol
កន្ដាញ	kɑn\.ɗaaɲ
កន្តិល	kɑn\.təl
កន្តឹប	kɑn\.təp
កន្តឹម	kɑn\.təm
កន្តុញ	kɑn\.toɲ
កន្តុប	kɑn\.top
កន្តុល	kɑn\.tol
កន្តើយ	kɑn\.taəj
កន្ត្រ	kɑn\.trɑɑ
កន្ថឹក	kɑn\.tʰək
កន្ថោរ	kɑn\.tʰao
កន្ទឹស	kɑn\.tɨh
កន្ទុយ	kɑn\.tuj
កន្ទុល	kɑn\.tul
កន្ទួត	kɑn\.tuət
កន្ទួល	kɑn\.tuəl
កន្ទើញ	kɑn\.təəɲ
កន្ទេល	kɑn\.teel
កន្ទែក	kɑn\.tɛɛk
កន្ទោក	kɑn\.took
កន្ទោង	kɑn\.tooŋ
កន្ធាញ	kɑn\.tʰieɲ
កន្ធាយ	kɑn\.tʰiej
កន្ធីង	kɑn\.tʰiiŋ
កន្ធឹប	kɑn\.tʰɨp
កន្ធុក	kɑn\.tʰuk
កន្ធុច	kɑn\.tʰuc
កន្ធុល	kɑn\.tʰul
កន្ធួក	kɑn\.tʰuək
កន្ធែក	kɑn\.tʰɛɛk
កន្លង់	kɑn\.lɑŋ
កន្លាត	kɑn\.laat
កន្លុក	kɑn\.lok
កន្លុះ	kɑn\.loh
កន្លើត	kɑn\.laət
កន្លៀត	kɑn\.liət
កន្លេង	kɑn\.leeŋ
កន្លែង	kɑn\.laeŋ
កន្លោង	kɑn\.laoŋ
កន្សុំ	kɑn\.som
កន្សែង	kɑn\.saeŋ
កន្សោម	kɑn\.saom
កប៉ាល់	kɑ\.pal
កម្ចាយ	kɑm\.caaj
កម្ជិល	kɑm\.cɨl
កម្ជេញ	kɑm\.ceeɲ
កម្ទារ	kɑm\.tie
កម្ទេច	kɑm\.teec
កម្បង់	kɑm\.ɓɑŋ
កម្ពស់	kɑm\.puəh
កម្រាញ	kɑm\.raaɲ
កម្រាប	kɑm\.raap
កម្រាល	kɑm\.raal
កម្រិត	kɑm\.rət
កម្រិន	kɑm\.rən
កម្រើក	kɑm\.raək
កម្រៀម	kɑm\.riəm
កម្រៀវ	kɑm\.riəw
កម្លាច	kɑm\.laac
កម្លោច	kɑm\.laoc
កម្សត់	kɑm\.sɑt
កម្សួល	kɑm\.suəl
កម្សោយ	kɑm\.saoj
កម្អួត	kɑm\.ʔuət
កម្អែល	kɑm\.ʔael
កំណាច់	kɑm\.nac
កំណាញ់	kɑm\.naɲ
កំណាត់	kɑm\.nat
កំណាន់	kɑm\.nan
កំបាក់	kɑm\.ɓak
កំបាំង	kɑm\.ɓaŋ
កំប៉ាង	kɑm\.paaŋ
កំប៉ាត	kɑm\.paat
កំប៉ឺត	kɑm\.pəət
កំប៉ុក	kɑm\.pok
កំប៉ុង	kɑm\.poŋ
កំប៉ុល	kɑm\.pol
កំប៉ូត	kɑm\.poot
កំប៉ើញ	kɑm\.paəɲ
កំប៉េង	kɑm\.peeŋ
កំប៉េះ	kɑm\.peh
កំប៉ែត	kɑm\.paet
កំប៉ោង	kɑm\.paoŋ
កំប៉ោយ	kɑm\.paoj
កំព្រយ	kɑm\.prɔɔj
កំព្រា	kɑm\.prie
កំហាត់	kɑm\.hat
ក្ដាត់	kɗat
ក្ដាន់	kɗan
ក្ដាប់	kɗap
ក្ដាំង	kɗaŋ
ក្ឌាំង	kɗeaŋ
ក្នាញ់	knaɲ
ក្បាក់	kɓak
ក្បាច់	kɓac
ក្បាំង	kɓaŋ
ក្រខុប	krɑ\.kʰop
ក្រចាស	krɑ\.caah
ក្រចេះ	krɑ\.ceh
ក្រជាំ	krɑ\.coam
ក្រជីង	krɑ\.ciiŋ
ក្រញង់	krɑ\.ɲɑŋ
ក្រញាង	krɑ\.ɲaaŋ
ក្រញាស	krɑ\.ɲaah
ក្រញាំ	krɑ\.ɲam
ក្រញឹង	krɑ\.ɲəŋ
ក្រញឹប	krɑ\.ɲəp
ក្រញឹម	krɑ\.ɲəm
ក្រញុច	krɑ\.ɲoc
ក្រញុញ	krɑ\.ɲoɲ
ក្រញុល	krɑ\.ɲol
ក្រញុះ	krɑ\.ɲoh
ក្រញូវ	krɑ\.ɲoow
ក្រញូស	krɑ\.ɲooh
ក្រញើត	krɑ\.ɲaət
ក្រញេង	krɑ\.ɲeeŋ
ក្រញេញ	krɑ\.ɲeeɲ
ក្រញេស	krɑ\.ɲeeh
ក្រញោន	krɑ\.ɲaon
ក្រដាស	krɑ\.ɗaah
ក្រតើន	krɑ\.taən
ក្រទឺត	krɑ\.tɨɨt
ក្រនៀវ	krɑ\.niəw
ក្របួច	krɑ\.ɓuəc
ក្របែល	krɑ\.ɓael
ក្រពឹត	krɑ\.pɨt
ក្រពុល	krɑ\.pul
ក្រពុំ	krɑ\.pum
ក្រពេញ	krɑ\.peeɲ
ក្រពេន	krɑ\.peen
ក្រមប់	krɑ\.mɑp
ក្រមាច	krɑ\.maac
ក្រមាំ	krɑ\.mam
ក្រមឹម	krɑ\.məm
ក្រមឺម	krɑ\.məəm
ក្រមុប	krɑ\.mop
ក្រមុំ	krɑ\.mom
ក្រមួន	krɑ\.muən
ក្រលៀន	krɑ\.liən
ក្រវង់	krɑ\.wɑŋ
ក្រវាញ	krɑ\.waaɲ
ក្រវាម	krɑ\.waam
ក្រវិន	krɑ\.wən
ក្រវិល	krɑ\.wəl
ក្រវឹម	krɑ\.wəm
ក្រវើន	krɑ\.waən
ក្រវៀច	krɑ\.wiəc
ក្រវៀន	krɑ\.wiən
ក្រវេច	krɑ\.weec
ក្រវែល	krɑ\.wael
ក្រសារ	krɑ\.saa
ក្រសាល	krɑ\.saal
ក្រសាវ	krɑ\.saaw
ក្រសួង	krɑ\.suəŋ
ក្រសៀន	krɑ\.siən
ក្រសោប	krɑ\.saop
ក្រហល់	krɑ\.hɑl
ក្រហាយ	krɑ\.haaj
ក្រហូង	krɑ\.hooŋ
ក្រហួង	krɑ\.huəŋ
ក្រហួច	krɑ\.huəc
ក្រហេង	krɑ\.heeŋ
ក្រហេត	krɑ\.heet
ក្រហែង	krɑ\.haeŋ
ក្រហែត	krɑ\.haet
ក្រឡង់	krɑ\.lɑŋ
ក្រឡាញ	krɑ\.laaɲ
ក្រឡាន	krɑ\.laan
ក្រឡិច	krɑ\.ləc
ក្រឡិត	krɑ\.lət
ក្រឡឹង	krɑ\.ləŋ
ក្រឡឹប	krɑ\.ləp
ក្រឡឹម	krɑ\.ləm
ក្រឡឺម	krɑ\.ləəm
ក្រឡុញ	krɑ\.loɲ
ក្រឡុប	krɑ\.lop
ក្រឡូម	krɑ\.loom
ក្រឡេក	krɑ\.leek
ក្រឡេច	krɑ\.leec
ក្រឡែត	krɑ\.laet
ក្រឡោត	krɑ\.laot
ក្រអាញ	krɑ\.ʔaaɲ
ក្រអឺត	krɑ\.ʔəət
ក្រអុច	krɑ\.ʔoc
ក្រអុល	krɑ\.ʔol
ក្រអូប	krɑ\.ʔoop
ក្រអូម	krɑ\.ʔoom
ក្រអួន	krɑ\.ʔuən
ក្រអេក	krɑ\.ʔeek
ក្រអែប	krɑ\.ʔaep
ក្រអែស	krɑ\.ʔaeh
ក្រាក់	krak
ក្រាញ់	kraɲ
ក្រាប់	krap
ក្រាល់	kral
ក្រាស់	krah
ក្រាំង	kraŋ
ក្លាក់	klak
ក្លាត់	klat
ក្លាស់	klah
ក្អាត់	kʔat
ខ្ចាត់	kcat
ខ្ចាស់	kcah
ខ្ជាក់	kceak
ខ្ជាន់	kcoan
ខ្ជាប់	kcoap
ខ្ជាំង	kceaŋ
ខ្ញាល់	kɲal
ខ្ទាស់	ktoah
ខ្នាច់	knac
ខ្នាន់	knan
ខ្ពាក់	kpeak
ខ្ពាប់	kpoap
ខ្មាញ់	kmaɲ
ខ្មាន់	kman
ខ្មាំង	kmaŋ
ខ្លាញ់	klaɲ
ខ្លាំង	klaŋ
ខ្វាក់	kwak
ខ្វាច់	kwac
ខ្វាត់	kwat
ខ្វាន់	kwan
ខ្វាប់	kwap
ខ្សាច់	ksac
គគ្រក់	kɔ\.kruək
គគ្រន់	kɔ\.krun
គគ្រាត	kɔ\.kriet
គគ្រាំ	kɔ\.kroam
គគ្រិច	kɔ\.krɨc
គគ្រិះ	kɔ\.krih
គគ្រីវ	kɔ\.kriiw
គគ្រឹក	kɔ\.krɨk
គគ្រឹម	kɔ\.krɨm
គគ្រឺត	kɔ\.krɨɨt
គគ្រុក	kɔ\.kruk
គគ្រុម	kɔ\.krum
គគ្រុយ	kɔ\.kruj
គគ្រូក	kɔ\.kruuk
គគ្រួប	kɔ\.kruəp
គគ្រើម	kɔ\.krəəm
គគ្រេង	kɔ\.kreeŋ
គគ្រោក	kɔ\.krook
គឃ្លើន	kɔ\.kləən
គង្គាន	kuŋ\.kien
គង្គួន	kuŋ\.kuən
គង្វាល	kuŋ\.wiel
គន្លឹះ	kun\.lɨh
គន្លោង	kun\.looŋ
គម្រក់	kum\.ruək
គម្រប់	kum\.rup
គម្រិះ	kum\.rih
គម្រៀវ	kum\.riəw
គម្រេច	kum\.reec
គម្រោង	kum\.rooŋ
គម្លង់	kum\.luŋ
គម្លាន	kum\.lien
គំនាក់	kum\.neak
គំនាប់	kum\.noap
គំនាល់	kum\.noal
គំនាស់	kum\.noah
គំហាត់	kum\.hat
គ្នាន់	knoan
គ្រជាំ	krɔ\.coam
គ្រជីវ	krɔ\.ciiw
គ្រជឹប	krɔ\.cɨp
គ្រជូរ	krɔ\.cuu
គ្រញិច	krɔ\.ɲɨc
គ្រញឹក	krɔ\.ɲɨk
គ្រញូង	krɔ\.ɲuuŋ
គ្រញែង	krɔ\.ɲɛɛŋ
គ្រមល់	krɔ\.mul
គ្រមាក	krɔ\.miek
គ្រមាញ	krɔ\.mieɲ
គ្រមាម	krɔ\.miem
គ្រមើម	krɔ\.məəm
គ្រលង់	krɔ\.luŋ
គ្រលីត	krɔ\.liit
គ្រលុក	krɔ\.luk
គ្រលួង	krɔ\.luəŋ
គ្រលួច	krɔ\.luəc
គ្រលៀវ	krɔ\.liəw
គ្រលៀស	krɔ\.liəh
គ្រលេវ	krɔ\.leew
គ្រលែង	krɔ\.lɛɛŋ
គ្រវាស	krɔ\.wieh
គ្រវីស	krɔ\.wiih
គ្រវៀច	krɔ\.wiəc
គ្រវៀន	krɔ\.wiən
គ្រវែង	krɔ\.wɛɛŋ
គ្រហាញ	krɔ\.haaɲ
គ្រហីត	krɔ\.həjt
គ្រហឹម	krɔ\.həm
គ្រហុច	krɔ\.hoc
គ្រហុប	krɔ\.hop
គ្រហួង	krɔ\.huəŋ
គ្រហួច	krɔ\.huəc
គ្រហួប	krɔ\.huəp
គ្រហែត	krɔ\.haet
គ្រហែម	krɔ\.haem
គ្រាក់	kreak
គ្រាន់	kroan
គ្រាប់	kroap
គ្រាំង	kreaŋ
ឃ្លាំង	kleaŋ
ចង្កឹះ	cɑŋ\.kəh
ចង្កូត	cɑŋ\.koot
ចង្កូម	cɑŋ\.koom
ចង្កួយ	cɑŋ\.kuəj
ចង្កៀង	cɑŋ\.kiəŋ
ចង្កៀល	cɑŋ\.kiəl
ចង្កៀស	cɑŋ\.kiəh
ចង្កេះ	cɑŋ\.keh
ចង្កោម	cɑŋ\.kaom
ចង្រប់	cɑŋ\.rɑp
ចង្រិត	cɑŋ\.rət
ចង្រុះ	cɑŋ\.roh
ចង្វាយ	cɑŋ\.waaj
ចង្វែក	cɑŋ\.waek
ចង្ហាយ	cɑŋ\.haaj
ចង្ហូរ	cɑŋ\.hoo
ចង្អល់	cɑŋ\.ʔɑl
ចង្អុល	cɑŋ\.ʔol
ចង្អូរ	cɑŋ\.ʔoo
ចង្អួរ	cɑŋ\.ʔuə
ចង្អើរ	cɑŋ\.ʔaə
ចង្អៀត	cɑŋ\.ʔiət
ចង្អេរ	cɑŋ\.ʔee
ចង្អោរ	cɑŋ\.ʔao
ចន្ទល់	cɑn\.tul
ចន្ទាស	cɑn\.tieh
ចន្ទោល	cɑn\.tool
ចន្លន់	cɑn\.lɑn
ចន្លុះ	cɑn\.loh
ចន្លោង	cɑn\.laoŋ
ចន្លោះ	cɑn\.lɑh
ចម្ការ	cɑm\.kaa
ចម្កួត	cɑm\.kuət
ចម្ងាយ	cɑm\.ŋaaj
ចម្ពាម	cɑm\.piem
ចម្រត់	cɑm\.rɑt
ចម្រាញ	cɑm\.raaɲ
ចម្រាន	cɑm\.raan
ចម្រាស	cɑm\.raah
ចម្រឹង	cɑm\.rəŋ
ចម្រុង	cɑm\.roŋ
ចម្រុះ	cɑm\.roh
ចម្រូង	cɑm\.rooŋ
ចម្រូត	cɑm\.root
ចម្រើន	cɑm\.raən
ចម្រៀក	cɑm\.riək
ចម្រៀង	cɑm\.riəŋ
ចម្រេះ	cɑm\.reh
ចម្រោក	cɑm\.raok
ចម្រោះ	cɑm\.rɑh
ចម្លើយ	cɑm\.laəj
ចម្លែក	cɑm\.laek
ចម្អាប	cɑm\.ʔaap
ចម្អិន	cɑm\.ʔən
ចម្អឹង	cɑm\.ʔəŋ
ចម្អេះ	cɑm\.ʔeh
ចម្អែត	cɑm\.ʔaet
ចំណាក់	cɑm\.nak
ចំណាញ់	cɑm\.naɲ
ចំណាប់	cɑm\.nap
ចំណាល់	cɑm\.nal
ចំណាស់	cɑm\.nah
ចំណាំង	cɑm\.naŋ
ចំទាស់	cɑm\.toah
ចំទាំង	cɑm\.teaŋ
ចំបាប់	cɑm\.ɓap
ចំពាក់	cɑm\.peak
ចំពាស់	cɑm\.poah
ចំហាំង	cɑm\.haŋ
ច្បាក់	cɓak
ច្បាប់	cɓap
ច្បាំង	cɓaŋ
ច្រកែង	crɑ\.kaeŋ
ច្រគាង	crɑ\.kieŋ
ច្រងក់	crɑ\.ŋɑk
ច្រងាង	crɑ\.ŋaaŋ
ច្រងាម	crɑ\.ŋaam
ច្រងូវ	crɑ\.ŋoow
ច្រណែន	crɑ\.naen
ច្រនួច	crɑ\.nuəc
ច្រនៀង	crɑ\.niəŋ
ច្របល់	crɑ\.ɓɑl
ច្របុច	crɑ\.ɓoc
ច្របូក	crɑ\.ɓook
ច្របូញ	crɑ\.ɓooɲ
ច្រពើង	crɑ\.pəəŋ
ច្រពើស	crɑ\.pəəh
ច្រមក់	crɑ\.mɑk
ច្រមិច	crɑ\.məc
ច្រមុះ	crɑ\.moh
ច្រមូញ	crɑ\.mooɲ
ច្រមូល	crɑ\.mool
ច្រមួន	crɑ\.muən
ច្រវាប	crɑ\.waap
ច្រវេះ	crɑ\.weh
ច្រវែប	crɑ\.waep
ច្រវោះ	crɑ\.wɑh
ច្រហាប	crɑ\.haap
ច្រហេញ	crɑ\.heeɲ
ច្រហោង	crɑ\.haoŋ
ច្រហោះ	crɑ\.hɑh
ច្រឡាម	crɑ\.laam
ច្រឡាស	crɑ\.laah
ច្រឡឹង	crɑ\.ləŋ
ច្រឡឺម	crɑ\.ləəm
ច្រឡុង	crɑ\.loŋ
ច្រឡូក	crɑ\.look
ច្រឡើយ	crɑ\.laəj
ច្រឡើស	crɑ\.laəh
ច្រឡេះ	crɑ\.leh
ច្រឡោត	crɑ\.laot
ច្រអាង	crɑ\.ʔaaŋ
ច្រអឹង	crɑ\.ʔəŋ
ច្រអូស	crɑ\.ʔooh
ច្រាច់	crac
ច្រាល់	cral
ច្រាំង	craŋ
ឆ្ងាញ់	cŋaɲ
ឆ្នាក់	cnak
ឆ្នាល់	cnal
ឆ្នាំង	cnaŋ
ឆ្មាត់	cmat
ឆ្លាក់	clak
ឆ្លាស់	clah
ឆ្លាំង	claŋ
ឆ្វាក់	cwak
ជង្គង់	cuŋ\.kuŋ
ជង្ហុក	cuŋ\.hok
ជញ្ជក់	cuɲ\.cuək
ជញ្ជាប	cuɲ\.ciep
ជញ្ជីង	cuɲ\.ciiŋ
ជញ្ជឹង	cuɲ\.cɨŋ
ជញ្ជូន	cuɲ\.cuun
ជញ្ជួច	cuɲ\.cuəc
ជញ្ជួយ	cuɲ\.cuəj
ជញ្ជែង	cuɲ\.cɛɛŋ
ជណ្ដើរ	cun\.ɗaə
ជន្លង់	cun\.luŋ
ជន្លាស	cun\.lieh
ជន្លូស	cun\.luuh
ជន្លួញ	cun\.luəɲ
ជន្លេញ	cun\.leeɲ
ជន្លេន	cun\.leen
ជម្រាប	cum\.riep
ជម្រាល	cum\.riel
ជម្រុល	cum\.rul
ជម្រុះ	cum\.ruh
ជម្រួញ	cum\.ruəɲ
ជម្រើស	cum\.rəəh
ជម្រេញ	cum\.reeɲ
ជម្រែក	cum\.rɛɛk
ជម្រោង	cum\.rooŋ
ជម្លើយ	cum\.ləəj
ជម្លៀស	cum\.liəh
ជម្លោះ	cum\.luəh
ជំទាស់	cum\.toah
ជំទាំង	cum\.teaŋ
ជំនាត់	cum\.noat
ជំនាន់	cum\.noan
ជំនាប់	cum\.noap
ជំពាក់	cum\.peak
ជ្រងក់	crɔ\.ŋuək
ជ្រនង់	crɔ\.nuŋ
ជ្រនីក	crɔ\.niik
ជ្រនួច	crɔ\.nuəc
ជ្រនៀង	crɔ\.niəŋ
ជ្រមីស	crɔ\.miih
ជ្រមុជ	crɔ\.muc
ជ្រមូស	crɔ\.muuh
ជ្រលក់	crɔ\.luək
ជ្រលិះ	crɔ\.lih
ជ្រលួស	crɔ\.luəh
ជ្រលៀក	crɔ\.liək
ជ្រលែង	crɔ\.lɛɛŋ
ជ្រាំង	creaŋ
ឈ្នាន់	cnoan
ឈ្វាំង	cweaŋ
ដង្កាវ	ɗɑŋ\.kaaw
ដង្កូវ	ɗɑŋ\.koow
ដង្គត់	ɗɑŋ\.kut
ដង្គន់	ɗɑŋ\.kun
ដង្គុំ	ɗɑŋ\.kum
ដង្គោល	ɗɑŋ\.kool
ដង្វិន	ɗɑŋ\.wən
ដង្ហក់	ɗɑŋ\.hɑk
ដង្ហិត	ɗɑŋ\.hət
ដង្ហើម	ɗɑŋ\.haəm
ដង្ហោយ	ɗɑŋ\.haoj
ដណ្ដប់	ɗɑn\.ɗɑp
ដណ្ដាំ	ɗɑn\.ɗam
ដណ្ដឹង	ɗɑn\.ɗəŋ
ដណ្ដើម	ɗɑn\.ɗaəm
ដំណាក់	ɗɑm\.nak
ដំណាច់	ɗɑm\.nac
ដំណាប់	ɗɑm\.nap
ដំណាល់	ɗɑm\.nal
ដំណាស់	ɗɑm\.nah
ដំឡាន់	ɗɑm\.lan
តង្កៀប	tɑŋ\.kiəp
តង្វាយ	tɑŋ\.waaj
តន្ថើន	tɑn\.tʰaən
តម្កល់	tɑm\.kɑl
តម្កើង	tɑm\.kaəŋ
តម្បាញ	tɑm\.ɓaaɲ
តម្បារ	tɑm\.ɓaa
តម្បុត	tɑm\.ɓot
តម្បៀត	tɑm\.ɓiət
តម្ពក់	tɑm\.puək
តម្ពេច	tɑm\.peec
តម្ពែក	tɑm\.pɛɛk
តម្រង់	tɑm\.rɑŋ
តម្រាយ	tɑm\.raaj
តម្រាំ	tɑm\.ram
តម្រិះ	tɑm\.reh
តម្រឹម	tɑm\.rəm
តម្រុយ	tɑm\.roj
តម្រូវ	tɑm\.roow
តម្រួត	tɑm\.ruət
តម្រៀប	tɑm\.riəp
តម្រេក	tɑm\.reek
តម្លង់	tɑm\.lɑŋ
តម្លឹង	tɑm\.ləŋ
តម្លុញ	tɑm\.loɲ
តម្លោះ	tɑm\.lɑh
តម្អឹង	tɑm\.ʔəŋ
តម្អូញ	tɑm\.ʔooɲ
តំណាប់	tɑm\.nap
តំណាំង	tɑm\.naŋ
ត្បាល់	tɓal
ត្រកាល	trɑ\.kaal
ត្រកូល	trɑ\.kool
ត្រកួញ	trɑ\.kuəɲ
ត្រកួត	trɑ\.kuət
ត្រកួន	trɑ\.kuən
ត្រកៀត	trɑ\.kiət
ត្រគាក	trɑ\.kiek
ត្រងាល	trɑ\.ŋaal
ត្រងិល	trɑ\.ŋəl
ត្រងើល	trɑ\.ŋaəl
ត្រងោល	trɑ\.ŋaol
ត្រចង់	trɑ\.cɑŋ
ត្រចើល	trɑ\.caəl
ត្រចៀក	trɑ\.ciək
ត្រឈឹង	trɑ\.cʰɨŋ
ត្រដក់	trɑ\.ɗɑk
ត្រដាង	trɑ\.ɗaaŋ
ត្រដាច	trɑ\.ɗaac
ត្រដិត	trɑ\.ɗət
ត្រដឹង	trɑ\.ɗəŋ
ត្រដឹម	trɑ\.ɗəm
ត្រដុស	trɑ\.ɗoh
ត្រដួច	trɑ\.ɗuəc
ត្រដេប	trɑ\.ɗeep
ត្រដេវ	trɑ\.ɗeew
ត្រដែត	trɑ\.ɗaet
ត្រដោក	trɑ\.ɗaok
ត្រដោម	trɑ\.ɗaom
ត្រដោះ	trɑ\.ɗɑh
ត្រណោត	trɑ\.naot
ត្រថុក	trɑ\.tʰok
ត្រថឿង	trɑ\.tʰɨəŋ
ត្របែក	trɑ\.ɓaek
ត្របែង	trɑ\.ɓaeŋ
ត្របោម	trɑ\.ɓaom
ត្រប៉ែ	trɑ\.pae
ត្រពីង	trɑ\.piiŋ
ត្រពឹន	trɑ\.pɨn
ត្រពោក	trɑ\.pook
ត្រមក់	trɑ\.mɑk
ត្រមង់	trɑ\.mɑŋ
ត្រមុល	trɑ\.mol
ត្រមៀច	trɑ\.miəc
ត្រមែង	trɑ\.maeŋ
ត្រមោង	trɑ\.maoŋ
ត្រមោច	trɑ\.maoc
ត្រមោល	trɑ\.maol
ត្រយង់	trɑ\.jɑŋ
ត្រយូង	trɑ\.jooŋ
ត្រលប់	trɑ\.lɑp
ត្រលិន	trɑ\.lən
ត្រលុច	trɑ\.loc
ត្រសក់	trɑ\.sɑk
ត្រសាយ	trɑ\.saaj
ត្រសុក	trɑ\.sok
ត្រសុល	trɑ\.sol
ត្រសុស	trɑ\.soh
ត្រសុំ	trɑ\.som
ត្រសូល	trɑ\.sool
ត្រសៀក	trɑ\.siək
ត្រសេះ	trɑ\.seh
ត្រសែត	trɑ\.saet
ត្រសោម	trɑ\.saom
ត្រសោល	trɑ\.saol
ត្រឡាច	trɑ\.laac
ត្រឡាយ	trɑ\.laaj
ត្រឡុង	trɑ\.loŋ
ត្រឡុំ	trɑ\.lom
ត្រឡោក	trɑ\.laok
ត្រអាល	trɑ\.ʔaal
ត្រអៀន	trɑ\.ʔiən
ត្រអេក	trɑ\.ʔeek
ត្រាក់	trak
ត្រាច់	trac
ត្រាញ់	traɲ
ត្រាប់	trap
ត្រាស់	trah
ថ្កាត់	tkat
ថ្កាប់	tkap
ថ្ងាន់	tŋan
ថ្នាក់	tnak
ថ្នាំង	tnaŋ
ថ្ពាល់	tpoal
ថ្មាត់	tmat
ថ្លាញ់	tlaɲ
ថ្លាន់	tlan
ថ្វាត់	twat
ទង្គត់	tuŋ\.kut
ទង្គិច	tuŋ\.kɨc
ទង្គឹះ	tuŋ\.kɨh
ទង្គុក	tuŋ\.kuk
ទង្គុំ	tuŋ\.kum
ទង្គោល	tuŋ\.kool
ទទ្រឹប	tɔ\.trɨp
ទទ្រើក	tɔ\.trəək
ទទ្រើត	tɔ\.trəət
ទន្ថើន	tun\.tʰaən
ទន្ទាំ	tun\.toam
ទន្ទិញ	tun\.tɨɲ
ទន្ទឹង	tun\.tɨŋ
ទន្ទឹម	tun\.tɨm
ទន្ទូរ	tun\.tuu
ទន្ទេង	tun\.teeŋ
ទន្ទេញ	tun\.teeɲ
ទន្លីង	tun\.liiŋ
ទន្សាយ	tun\.saaj
ទន្សោង	tun\.saoŋ
ទម្ងន់	tum\.ŋun
ទម្រង់	tum\.ruŋ
ទម្រន់	tum\.run
ទម្រាំ	tum\.roam
ទម្រឹង	tum\.rɨŋ
ទម្រុឌ	tum\.rut
ទម្រើស	tum\.rəəh
ទម្រេត	tum\.reet
ទម្រេល	tum\.reel
ទម្រោប	tum\.roop
ទម្រោម	tum\.room
ទម្លាយ	tum\.liej
ទម្លុះ	tum\.luh
ទំនាក់	tum\.neak
ទំនាន់	tum\.noan
